time,exp_pos_0,exp_vel_0,act_pos_0,act_vel_0,exp_pos_1,exp_vel_1,act_pos_1,act_vel_1,exp_pos_2,exp_vel_2,act_pos_2,act_vel_2,exp_pos_3,exp_vel_3,act_pos_3,act_vel_3
4.575,0.853059,-0.629414,0,0,0.353059,-0.629414,0.1,0,-0.146941,-0.629414,0.2,0,-0.646941,-0.629414,0.3,0
4.58,0.849895,-0.635922,0,0,0.349895,-0.635922,0.1,0,-0.150105,-0.635922,0.2,0,-0.650105,-0.635922,0.3,0
4.585,0.8467,-0.642386,0,0,0.3467,-0.642386,0.1,0,-0.1533,-0.642386,0.2,0,-0.6533,-0.642386,0.3,0
4.59,0.843472,-0.648804,0,0,0.343472,-0.648804,0.1,0,-0.156528,-0.648804,0.2,0,-0.656528,-0.648804,0.3,0
4.595,0.840212,-0.655176,0,0,0.340212,-0.655176,0.1,0,-0.159788,-0.655176,0.2,0,-0.659788,-0.655176,0.3,0
4.6,0.83692,-0.6615,0,0,0.33692,-0.6615,0.1,0,-0.16308,-0.6615,0.2,0,-0.66308,-0.6615,0.3,0
4.605,0.833597,-0.667775,0,0,0.333597,-0.667775,0.1,0,-0.166403,-0.667775,0.2,0,-0.666403,-0.667775,0.3,0
4.61,0.830242,-0.674001,0,0,0.330242,-0.674001,0.1,0,-0.169758,-0.674001,0.2,0,-0.669758,-0.674001,0.3,0
4.615,0.826857,-0.680176,0,0,0.326857,-0.680176,0.1,0,-0.173143,-0.680176,0.2,0,-0.673143,-0.680176,0.3,0
4.62,0.823441,-0.686298,0,0,0.323441,-0.686298,0.1,0,-0.176559,-0.686298,0.2,0,-0.676559,-0.686298,0.3,0
4.625,0.819994,-0.692368,0,0,0.319994,-0.692368,0.1,0,-0.180006,-0.692368,0.2,0,-0.680006,-0.692368,0.3,0
4.63,0.816517,-0.698383,0,0,0.316517,-0.698383,0.1,0,-0.183483,-0.698383,0.2,0,-0.683483,-0.698383,0.3,0
4.635,0.81301,-0.704343,0,0,0.31301,-0.704343,0.1,0,-0.18699,-0.704343,0.2,0,-0.68699,-0.704343,0.3,0
4.64,0.809474,-0.710246,0,0,0.309474,-0.710246,0.1,0,-0.190526,-0.710246,0.2,0,-0.690526,-0.710246,0.3,0
4.645,0.805908,-0.716093,0,0,0.305908,-0.716093,0.1,0,-0.194092,-0.716093,0.2,0,-0.694092,-0.716093,0.3,0
4.65,0.802313,-0.721881,0,0,0.302313,-0.721881,0.1,0,-0.197687,-0.721881,0.2,0,-0.697687,-0.721881,0.3,0
4.655,0.798689,-0.72761,0,0,0.298689,-0.72761,0.1,0,-0.201311,-0.72761,0.2,0,-0.701311,-0.72761,0.3,0
4.66,0.795037,-0.733278,0,0,0.295037,-0.733278,0.1,0,-0.204963,-0.733278,0.2,0,-0.704963,-0.733278,0.3,0
4.665,0.791356,-0.738885,0,0,0.291356,-0.738885,0.1,0,-0.208644,-0.738885,0.2,0,-0.708644,-0.738885,0.3,0
4.67,0.787648,-0.744431,0,0,0.287648,-0.744431,0.1,0,-0.212352,-0.744431,0.2,0,-0.712352,-0.744431,0.3,0
4.675,0.783912,-0.749912,0,0,0.283912,-0.749912,0.1,0,-0.216088,-0.749912,0.2,0,-0.716088,-0.749912,0.3,0
4.68,0.780149,-0.75533,0,0,0.280149,-0.75533,0.1,0,-0.219851,-0.75533,0.2,0,-0.719851,-0.75533,0.3,0
4.685,0.776359,-0.760683,0,0,0.276359,-0.760683,0.1,0,-0.223641,-0.760683,0.2,0,-0.723641,-0.760683,0.3,0
4.69,0.772542,-0.765971,0,0,0.272542,-0.765971,0.1,0,-0.227458,-0.765971,0.2,0,-0.727458,-0.765971,0.3,0
4.695,0.768699,-0.771191,0,0,0.268699,-0.771191,0.1,0,-0.231301,-0.771191,0.2,0,-0.731301,-0.771191,0.3,0
4.7,0.764831,-0.776344,0,0,0.264831,-0.776344,0.1,0,-0.235169,-0.776344,0.2,0,-0.735169,-0.776344,0.3,0
4.705,0.760936,-0.781428,0,0,0.260936,-0.781428,0.1,0,-0.239064,-0.781428,0.2,0,-0.739064,-0.781428,0.3,0
4.71,0.757016,-0.786443,0,0,0.257016,-0.786443,0.1,0,-0.242984,-0.786443,0.2,0,-0.742984,-0.786443,0.3,0
4.715,0.753072,-0.791388,0,0,0.253072,-0.791388,0.1,0,-0.246928,-0.791388,0.2,0,-0.746928,-0.791388,0.3,0
4.72,0.749103,-0.796262,0,0,0.249103,-0.796262,0.1,0,-0.250897,-0.796262,0.2,0,-0.750897,-0.796262,0.3,0
4.725,0.745109,-0.801065,0,0,0.245109,-0.801065,0.1,0,-0.254891,-0.801065,0.2,0,-0.754891,-0.801065,0.3,0
4.73,0.741092,-0.805795,0,0,0.241092,-0.805795,0.1,0,-0.258908,-0.805795,0.2,0,-0.758908,-0.805795,0.3,0
4.735,0.737052,-0.810451,0,0,0.237052,-0.810451,0.1,0,-0.262948,-0.810451,0.2,0,-0.762948,-0.810451,0.3,0
4.74,0.732988,-0.815034,0,0,0.232988,-0.815034,0.1,0,-0.267012,-0.815034,0.2,0,-0.767012,-0.815034,0.3,0
4.745,0.728901,-0.819542,0,0,0.228901,-0.819542,0.1,0,-0.271099,-0.819542,0.2,0,-0.771099,-0.819542,0.3,0
4.75,0.724792,-0.823975,0,0,0.224792,-0.823975,0.1,0,-0.275208,-0.823975,0.2,0,-0.775208,-0.823975,0.3,0
4.755,0.720662,-0.828331,0,0,0.220662,-0.828331,0.1,0,-0.279338,-0.828331,0.2,0,-0.779338,-0.828331,0.3,0
4.76,0.716509,-0.83261,0,0,0.216509,-0.83261,0.1,0,-0.283491,-0.83261,0.2,0,-0.783491,-0.83261,0.3,0
4.765,0.712336,-0.836812,0,0,0.212336,-0.836812,0.1,0,-0.287664,-0.836812,0.2,0,-0.787664,-0.836812,0.3,0
4.77,0.708141,-0.840936,0,0,0.208141,-0.840936,0.1,0,-0.291859,-0.840936,0.2,0,-0.791859,-0.840936,0.3,0
4.775,0.703926,-0.844981,0,0,0.203926,-0.844981,0.1,0,-0.296074,-0.844981,0.2,0,-0.796074,-0.844981,0.3,0
4.78,0.699692,-0.848946,0,0,0.199692,-0.848946,0.1,0,-0.300308,-0.848946,0.2,0,-0.800308,-0.848946,0.3,0
4.785,0.695437,-0.852831,0,0,0.195437,-0.852831,0.1,0,-0.304563,-0.852831,0.2,0,-0.804563,-0.852831,0.3,0
4.79,0.691163,-0.856636,0,0,0.191163,-0.856636,0.1,0,-0.308837,-0.856636,0.2,0,-0.808837,-0.856636,0.3,0
4.795,0.686871,-0.860359,0,0,0.186871,-0.860359,0.1,0,-0.313129,-0.860359,0.2,0,-0.813129,-0.860359,0.3,0
4.8,0.68256,-0.864,0,0,0.18256,-0.864,0.1,0,-0.31744,-0.864,0.2,0,-0.81744,-0.864,0.3,0
4.805,0.678231,-0.867559,0,0,0.178231,-0.867559,0.1,0,-0.321769,-0.867559,0.2,0,-0.821769,-0.867559,0.3,0
4.81,0.673885,-0.871034,0,0,0.173885,-0.871034,0.1,0,-0.326115,-0.871034,0.2,0,-0.826115,-0.871034,0.3,0
4.815,0.669521,-0.874426,0,0,0.169521,-0.874426,0.1,0,-0.330479,-0.874426,0.2,0,-0.830479,-0.874426,0.3,0
4.82,0.66514,-0.877734,0,0,0.16514,-0.877734,0.1,0,-0.33486,-0.877734,0.2,0,-0.83486,-0.877734,0.3,0
4.825,0.660744,-0.880957,0,0,0.160744,-0.880957,0.1,0,-0.339256,-0.880957,0.2,0,-0.839256,-0.880957,0.3,0
4.83,0.656331,-0.884096,0,0,0.156331,-0.884096,0.1,0,-0.343669,-0.884096,0.2,0,-0.843669,-0.884096,0.3,0
4.835,0.651903,-0.887148,0,0,0.151903,-0.887148,0.1,0,-0.348097,-0.887148,0.2,0,-0.848097,-0.887148,0.3,0
4.84,0.64746,-0.890114,0,0,0.14746,-0.890114,0.1,0,-0.35254,-0.890114,0.2,0,-0.85254,-0.890114,0.3,0
4.845,0.643002,-0.892994,0,0,0.143002,-0.892994,0.1,0,-0.356998,-0.892994,0.2,0,-0.856998,-0.892994,0.3,0
4.85,0.63853,-0.895787,0,0,0.13853,-0.895787,0.1,0,-0.36147,-0.895787,0.2,0,-0.86147,-0.895787,0.3,0
4.855,0.634044,-0.898493,0,0,0.134044,-0.898493,0.1,0,-0.365956,-0.898493,0.2,0,-0.865956,-0.898493,0.3,0
4.86,0.629545,-0.90111,0,0,0.129545,-0.90111,0.1,0,-0.370455,-0.90111,0.2,0,-0.870455,-0.90111,0.3,0
4.865,0.625033,-0.90364,0,0,0.125033,-0.90364,0.1,0,-0.374967,-0.90364,0.2,0,-0.874967,-0.90364,0.3,0
4.87,0.620509,-0.90608,0,0,0.120509,-0.90608,0.1,0,-0.379491,-0.90608,0.2,0,-0.879491,-0.90608,0.3,0
4.875,0.615973,-0.908432,0,0,0.115973,-0.908432,0.1,0,-0.384027,-0.908432,0.2,0,-0.884027,-0.908432,0.3,0
4.88,0.611425,-0.910694,0,0,0.111425,-0.910694,0.1,0,-0.388575,-0.910694,0.2,0,-0.888575,-0.910694,0.3,0
4.885,0.606866,-0.912867,0,0,0.106866,-0.912867,0.1,0,-0.393134,-0.912867,0.2,0,-0.893134,-0.912867,0.3,0
4.89,0.602296,-0.91495,0,0,0.102296,-0.91495,0.1,0,-0.397704,-0.91495,0.2,0,-0.897704,-0.91495,0.3,0
4.895,0.597716,-0.916942,0,0,0.0977164,-0.916942,0.1,0,-0.402284,-0.916942,0.2,0,-0.902284,-0.916942,0.3,0
4.9,0.593127,-0.918844,0,0,0.0931269,-0.918844,0.1,0,-0.406873,-0.918844,0.2,0,-0.906873,-0.918844,0.3,0
4.905,0.588528,-0.920654,0,0,0.0885281,-0.920654,0.1,0,-0.411472,-0.920654,0.2,0,-0.911472,-0.920654,0.3,0
4.91,0.58392,-0.922374,0,0,0.0839205,-0.922374,0.1,0,-0.41608,-0.922374,0.2,0,-0.91608,-0.922374,0.3,0
4.915,0.579305,-0.924002,0,0,0.0793045,-0.924002,0.1,0,-0.420695,-0.924002,0.2,0,-0.920695,-0.924002,0.3,0
4.92,0.574681,-0.925538,0,0,0.0746806,-0.925538,0.1,0,-0.425319,-0.925538,0.2,0,-0.925319,-0.925538,0.3,0
4.925,0.570049,-0.926983,0,0,0.0700493,-0.926983,0.1,0,-0.429951,-0.926983,0.2,0,-0.929951,-0.926983,0.3,0
4.93,0.565411,-0.928335,0,0,0.0654109,-0.928335,0.1,0,-0.434589,-0.928335,0.2,0,-0.934589,-0.928335,0.3,0
4.935,0.560766,-0.929595,0,0,0.0607661,-0.929595,0.1,0,-0.439234,-0.929595,0.2,0,-0.939234,-0.929595,0.3,0
4.94,0.556115,-0.930762,0,0,0.0561151,-0.930762,0.1,0,-0.443885,-0.930762,0.2,0,-0.943885,-0.930762,0.3,0
4.945,0.551459,-0.931837,0,0,0.0514586,-0.931837,0.1,0,-0.448541,-0.931837,0.2,0,-0.948541,-0.931837,0.3,0
4.95,0.546797,-0.932818,0,0,0.0467969,-0.932818,0.1,0,-0.453203,-0.932818,0.2,0,-0.953203,-0.932818,0.3,0
4.955,0.542131,-0.933707,0,0,0.0421306,-0.933707,0.1,0,-0.457869,-0.933707,0.2,0,-0.957869,-0.933707,0.3,0
4.96,0.53746,-0.934502,0,0,0.03746,-0.934502,0.1,0,-0.46254,-0.934502,0.2,0,-0.96254,-0.934502,0.3,0
4.965,0.532786,-0.935205,0,0,0.0327857,-0.935205,0.1,0,-0.467214,-0.935205,0.2,0,-0.967214,-0.935205,0.3,0
4.97,0.528108,-0.935813,0,0,0.0281081,-0.935813,0.1,0,-0.471892,-0.935813,0.2,0,-0.971892,-0.935813,0.3,0
4.975,0.523428,-0.936328,0,0,0.0234277,-0.936328,0.1,0,-0.476572,-0.936328,0.2,0,-0.976572,-0.936328,0.3,0
4.98,0.518745,-0.93675,0,0,0.018745,-0.93675,0.1,0,-0.481255,-0.93675,0.2,0,-0.981255,-0.93675,0.3,0
4.985,0.51406,-0.937078,0,0,0.0140604,-0.937078,0.1,0,-0.48594,-0.937078,0.2,0,-0.98594,-0.937078,0.3,0
4.99,0.509374,-0.937313,0,0,0.00937438,-0.937313,0.1,0,-0.490626,-0.937313,0.2,0,-0.990626,-0.937313,0.3,0
4.995,0.504687,-0.937453,0,0,0.00468742,-0.937453,0.1,0,-0.495313,-0.937453,0.2,0,-0.995313,-0.937453,0.3,0
5,0.5,-0.9375,0,0,-6.10623e-16,-0.9375,0.1,0,-0.5,-0.9375,0.2,0,-1,-0.9375,0.3,0
5.005,0.495313,-0.937453,0,0,-0.00468742,-0.937453,0.1,0,-0.504687,-0.937453,0.2,0,-1.00469,-0.937453,0.3,0
5.01,0.490626,-0.937313,0,0,-0.00937438,-0.937313,0.1,0,-0.509374,-0.937313,0.2,0,-1.00937,-0.937313,0.3,0
5.015,0.48594,-0.937078,0,0,-0.0140604,-0.937078,0.1,0,-0.51406,-0.937078,0.2,0,-1.01406,-0.937078,0.3,0
5.02,0.481255,-0.93675,0,0,-0.018745,-0.93675,0.1,0,-0.518745,-0.93675,0.2,0,-1.01875,-0.93675,0.3,0
5.025,0.476572,-0.936328,0,0,-0.0234277,-0.936328,0.1,0,-0.523428,-0.936328,0.2,0,-1.02343,-0.936328,0.3,0
5.03,0.471892,-0.935813,0,0,-0.0281081,-0.935813,0.1,0,-0.528108,-0.935813,0.2,0,-1.02811,-0.935813,0.3,0
5.035,0.467214,-0.935205,0,0,-0.0327857,-0.935205,0.1,0,-0.532786,-0.935205,0.2,0,-1.03279,-0.935205,0.3,0
5.04,0.46254,-0.934502,0,0,-0.03746,-0.934502,0.1,0,-0.53746,-0.934502,0.2,0,-1.03746,-0.934502,0.3,0
5.045,0.457869,-0.933707,0,0,-0.0421306,-0.933707,0.1,0,-0.542131,-0.933707,0.2,0,-1.04213,-0.933707,0.3,0
5.05,0.453203,-0.932818,0,0,-0.0467969,-0.932818,0.1,0,-0.546797,-0.932818,0.2,0,-1.0468,-0.932818,0.3,0
5.055,0.448541,-0.931837,0,0,-0.0514586,-0.931837,0.1,0,-0.551459,-0.931837,0.2,0,-1.05146,-0.931837,0.3,0
5.06,0.443885,-0.930762,0,0,-0.0561151,-0.930762,0.1,0,-0.556115,-0.930762,0.2,0,-1.05612,-0.930762,0.3,0
5.065,0.439234,-0.929595,0,0,-0.0607661,-0.929595,0.1,0,-0.560766,-0.929595,0.2,0,-1.06077,-0.929595,0.3,0
5.07,0.434589,-0.928335,0,0,-0.0654109,-0.928335,0.1,0,-0.565411,-0.928335,0.2,0,-1.06541,-0.928335,0.3,0
5.075,0.429951,-0.926983,0,0,-0.0700493,-0.926983,0.1,0,-0.570049,-0.926983,0.2,0,-1.07005,-0.926983,0.3,0
5.08,0.425319,-0.925538,0,0,-0.0746806,-0.925538,0.1,0,-0.574681,-0.925538,0.2,0,-1.07468,-0.925538,0.3,0
5.085,0.420695,-0.924002,0,0,-0.0793045,-0.924002,0.1,0,-0.579305,-0.924002,0.2,0,-1.0793,-0.924002,0.3,0
5.09,0.41608,-0.922374,0,0,-0.0839205,-0.922374,0.1,0,-0.58392,-0.922374,0.2,0,-1.08392,-0.922374,0.3,0
5.095,0.411472,-0.920654,0,0,-0.0885281,-0.920654,0.1,0,-0.588528,-0.920654,0.2,0,-1.08853,-0.920654,0.3,0
5.1,0.406873,-0.918844,0,0,-0.0931269,-0.918844,0.1,0,-0.593127,-0.918844,0.2,0,-1.09313,-0.918844,0.3,0
5.105,0.402284,-0.916942,0,0,-0.0977164,-0.916942,0.1,0,-0.597716,-0.916942,0.2,0,-1.09772,-0.916942,0.3,0
5.11,0.397704,-0.91495,0,0,-0.102296,-0.91495,0.1,0,-0.602296,-0.91495,0.2,0,-1.1023,-0.91495,0.3,0
5.115,0.393134,-0.912867,0,0,-0.106866,-0.912867,0.1,0,-0.606866,-0.912867,0.2,0,-1.10687,-0.912867,0.3,0
5.12,0.388575,-0.910694,0,0,-0.111425,-0.910694,0.1,0,-0.611425,-0.910694,0.2,0,-1.11142,-0.910694,0.3,0
5.125,0.384027,-0.908432,0,0,-0.115973,-0.908432,0.1,0,-0.615973,-0.908432,0.2,0,-1.11597,-0.908432,0.3,0
5.13,0.379491,-0.90608,0,0,-0.120509,-0.90608,0.1,0,-0.620509,-0.90608,0.2,0,-1.12051,-0.90608,0.3,0
5.135,0.374967,-0.90364,0,0,-0.125033,-0.90364,0.1,0,-0.625033,-0.90364,0.2,0,-1.12503,-0.90364,0.3,0
5.14,0.370455,-0.90111,0,0,-0.129545,-0.90111,0.1,0,-0.629545,-0.90111,0.2,0,-1.12955,-0.90111,0.3,0
5.145,0.365956,-0.898493,0,0,-0.134044,-0.898493,0.1,0,-0.634044,-0.898493,0.2,0,-1.13404,-0.898493,0.3,0
5.15,0.36147,-0.895787,0,0,-0.13853,-0.895787,0.1,0,-0.63853,-0.895787,0.2,0,-1.13853,-0.895787,0.3,0
5.155,0.356998,-0.892994,0,0,-0.143002,-0.892994,0.1,0,-0.643002,-0.892994,0.2,0,-1.143,-0.892994,0.3,0
5.16,0.35254,-0.890114,0,0,-0.14746,-0.890114,0.1,0,-0.64746,-0.890114,0.2,0,-1.14746,-0.890114,0.3,0
5.165,0.348097,-0.887148,0,0,-0.151903,-0.887148,0.1,0,-0.651903,-0.887148,0.2,0,-1.1519,-0.887148,0.3,0
5.17,0.343669,-0.884096,0,0,-0.156331,-0.884096,0.1,0,-0.656331,-0.884096,0.2,0,-1.15633,-0.884096,0.3,0
5.175,0.339256,-0.880957,0,0,-0.160744,-0.880957,0.1,0,-0.660744,-0.880957,0.2,0,-1.16074,-0.880957,0.3,0
5.18,0.33486,-0.877734,0,0,-0.16514,-0.877734,0.1,0,-0.66514,-0.877734,0.2,0,-1.16514,-0.877734,0.3,0
5.185,0.330479,-0.874426,0,0,-0.169521,-0.874426,0.1,0,-0.669521,-0.874426,0.2,0,-1.16952,-0.874426,0.3,0
5.19,0.326115,-0.871034,0,0,-0.173885,-0.871034,0.1,0,-0.673885,-0.871034,0.2,0,-1.17388,-0.871034,0.3,0
5.195,0.321769,-0.867559,0,0,-0.178231,-0.867559,0.1,0,-0.678231,-0.867559,0.2,0,-1.17823,-0.867559,0.3,0
5.2,0.31744,-0.864,0,0,-0.18256,-0.864,0.1,0,-0.68256,-0.864,0.2,0,-1.18256,-0.864,0.3,0
5.205,0.313129,-0.860359,0,0,-0.186871,-0.860359,0.1,0,-0.686871,-0.860359,0.2,0,-1.18687,-0.860359,0.3,0
5.21,0.308837,-0.856636,0,0,-0.191163,-0.856636,0.1,0,-0.691163,-0.856636,0.2,0,-1.19116,-0.856636,0.3,0
5.215,0.304563,-0.852831,0,0,-0.195437,-0.852831,0.1,0,-0.695437,-0.852831,0.2,0,-1.19544,-0.852831,0.3,0
5.22,0.300308,-0.848946,0,0,-0.199692,-0.848946,0.1,0,-0.699692,-0.848946,0.2,0,-1.19969,-0.848946,0.3,0
5.225,0.296074,-0.844981,0,0,-0.203926,-0.844981,0.1,0,-0.703926,-0.844981,0.2,0,-1.20393,-0.844981,0.3,0
5.23,0.291859,-0.840936,0,0,-0.208141,-0.840936,0.1,0,-0.708141,-0.840936,0.2,0,-1.20814,-0.840936,0.3,0
5.235,0.287664,-0.836812,0,0,-0.212336,-0.836812,0.1,0,-0.712336,-0.836812,0.2,0,-1.21234,-0.836812,0.3,0
5.24,0.283491,-0.83261,0,0,-0.216509,-0.83261,0.1,0,-0.716509,-0.83261,0.2,0,-1.21651,-0.83261,0.3,0
5.245,0.279338,-0.828331,0,0,-0.220662,-0.828331,0.1,0,-0.720662,-0.828331,0.2,0,-1.22066,-0.828331,0.3,0
5.25,0.275208,-0.823975,0,0,-0.224792,-0.823975,0.1,0,-0.724792,-0.823975,0.2,0,-1.22479,-0.823975,0.3,0
5.255,0.271099,-0.819542,0,0,-0.228901,-0.819542,0.1,0,-0.728901,-0.819542,0.2,0,-1.2289,-0.819542,0.3,0
5.26,0.267012,-0.815034,0,0,-0.232988,-0.815034,0.1,0,-0.732988,-0.815034,0.2,0,-1.23299,-0.815034,0.3,0
5.265,0.262948,-0.810451,0,0,-0.237052,-0.810451,0.1,0,-0.737052,-0.810451,0.2,0,-1.23705,-0.810451,0.3,0
5.27,0.258908,-0.805795,0,0,-0.241092,-0.805795,0.1,0,-0.741092,-0.805795,0.2,0,-1.24109,-0.805795,0.3,0
5.275,0.254891,-0.801065,0,0,-0.245109,-0.801065,0.1,0,-0.745109,-0.801065,0.2,0,-1.24511,-0.801065,0.3,0
5.28,0.250897,-0.796262,0,0,-0.249103,-0.796262,0.1,0,-0.749103,-0.796262,0.2,0,-1.2491,-0.796262,0.3,0
5.285,0.246928,-0.791388,0,0,-0.253072,-0.791388,0.1,0,-0.753072,-0.791388,0.2,0,-1.25307,-0.791388,0.3,0
5.29,0.242984,-0.786443,0,0,-0.257016,-0.786443,0.1,0,-0.757016,-0.786443,0.2,0,-1.25702,-0.786443,0.3,0
5.295,0.239064,-0.781428,0,0,-0.260936,-0.781428,0.1,0,-0.760936,-0.781428,0.2,0,-1.26094,-0.781428,0.3,0
5.3,0.235169,-0.776344,0,0,-0.264831,-0.776344,0.1,0,-0.764831,-0.776344,0.2,0,-1.26483,-0.776344,0.3,0
5.305,0.231301,-0.771191,0,0,-0.268699,-0.771191,0.1,0,-0.768699,-0.771191,0.2,0,-1.2687,-0.771191,0.3,0
5.31,0.227458,-0.765971,0,0,-0.272542,-0.765971,0.1,0,-0.772542,-0.765971,0.2,0,-1.27254,-0.765971,0.3,0
5.315,0.223641,-0.760683,0,0,-0.276359,-0.760683,0.1,0,-0.776359,-0.760683,0.2,0,-1.27636,-0.760683,0.3,0
5.32,0.219851,-0.75533,0,0,-0.280149,-0.75533,0.1,0,-0.780149,-0.75533,0.2,0,-1.28015,-0.75533,0.3,0
5.325,0.216088,-0.749912,0,0,-0.283912,-0.749912,0.1,0,-0.783912,-0.749912,0.2,0,-1.28391,-0.749912,0.3,0
5.33,0.212352,-0.744431,0,0,-0.287648,-0.744431,0.1,0,-0.787648,-0.744431,0.2,0,-1.28765,-0.744431,0.3,0
5.335,0.208644,-0.738885,0,0,-0.291356,-0.738885,0.1,0,-0.791356,-0.738885,0.2,0,-1.29136,-0.738885,0.3,0
5.34,0.204963,-0.733278,0,0,-0.295037,-0.733278,0.1,0,-0.795037,-0.733278,0.2,0,-1.29504,-0.733278,0.3,0
5.345,0.201311,-0.72761,0,0,-0.298689,-0.72761,0.1,0,-0.798689,-0.72761,0.2,0,-1.29869,-0.72761,0.3,0
5.35,0.197687,-0.721881,0,0,-0.302313,-0.721881,0.1,0,-0.802313,-0.721881,0.2,0,-1.30231,-0.721881,0.3,0
5.355,0.194092,-0.716093,0,0,-0.305908,-0.716093,0.1,0,-0.805908,-0.716093,0.2,0,-1.30591,-0.716093,0.3,0
5.36,0.190526,-0.710246,0,0,-0.309474,-0.710246,0.1,0,-0.809474,-0.710246,0.2,0,-1.30947,-0.710246,0.3,0
5.365,0.18699,-0.704343,0,0,-0.31301,-0.704343,0.1,0,-0.81301,-0.704343,0.2,0,-1.31301,-0.704343,0.3,0
5.37,0.183483,-0.698383,0,0,-0.316517,-0.698383,0.1,0,-0.816517,-0.698383,0.2,0,-1.31652,-0.698383,0.3,0
5.375,0.180006,-0.692368,0,0,-0.319994,-0.692368,0.1,0,-0.819994,-0.692368,0.2,0,-1.31999,-0.692368,0.3,0
5.38,0.176559,-0.686298,0,0,-0.323441,-0.686298,0.1,0,-0.823441,-0.686298,0.2,0,-1.32344,-0.686298,0.3,0
5.385,0.173143,-0.680176,0,0,-0.326857,-0.680176,0.1,0,-0.826857,-0.680176,0.2,0,-1.32686,-0.680176,0.3,0
5.39,0.169758,-0.674001,0,0,-0.330242,-0.674001,0.1,0,-0.830242,-0.674001,0.2,0,-1.33024,-0.674001,0.3,0
5.395,0.166403,-0.667775,0,0,-0.333597,-0.667775,0.1,0,-0.833597,-0.667775,0.2,0,-1.3336,-0.667775,0.3,0
5.4,0.16308,-0.6615,0,0,-0.33692,-0.6615,0.1,0,-0.83692,-0.6615,0.2,0,-1.33692,-0.6615,0.3,0
5.405,0.159788,-0.655176,0,0,-0.340212,-0.655176,0.1,0,-0.840212,-0.655176,0.2,0,-1.34021,-0.655176,0.3,0
5.41,0.156528,-0.648804,0,0,-0.343472,-0.648804,0.1,0,-0.843472,-0.648804,0.2,0,-1.34347,-0.648804,0.3,0
5.415,0.1533,-0.642386,0,0,-0.3467,-0.642386,0.1,0,-0.8467,-0.642386,0.2,0,-1.3467,-0.642386,0.3,0
5.42,0.150105,-0.635922,0,0,-0.349895,-0.635922,0.1,0,-0.849895,-0.635922,0.2,0,-1.3499,-0.635922,0.3,0
5.425,0.146941,-0.629414,0,0,-0.353059,-0.629414,0.1,0,-0.853059,-0.629414,0.2,0,-1.35306,-0.629414,0.3,0
5.43,0.14381,-0.622864,0,0,-0.35619,-0.622864,0.1,0,-0.85619,-0.622864,0.2,0,-1.35619,-0.622864,0.3,0
5.435,0.140713,-0.616271,0,0,-0.359287,-0.616271,0.1,0,-0.859287,-0.616271,0.2,0,-1.35929,-0.616271,0.3,0
5.44,0.137648,-0.609638,0,0,-0.362352,-0.609638,0.1,0,-0.862352,-0.609638,0.2,0,-1.36235,-0.609638,0.3,0
5.445,0.134616,-0.602966,0,0,-0.365384,-0.602966,0.1,0,-0.865384,-0.602966,0.2,0,-1.36538,-0.602966,0.3,0
5.45,0.131618,-0.596256,0,0,-0.368382,-0.596256,0.1,0,-0.868382,-0.596256,0.2,0,-1.36838,-0.596256,0.3,0
5.455,0.128654,-0.589509,0,0,-0.371346,-0.589509,0.1,0,-0.871346,-0.589509,0.2,0,-1.37135,-0.589509,0.3,0
5.46,0.125723,-0.582726,0,0,-0.374277,-0.582726,0.1,0,-0.874277,-0.582726,0.2,0,-1.37428,-0.582726,0.3,0
5.465,0.122827,-0.575909,0,0,-0.377173,-0.575909,0.1,0,-0.877173,-0.575909,0.2,0,-1.37717,-0.575909,0.3,0
5.47,0.119964,-0.56906,0,0,-0.380036,-0.56906,0.1,0,-0.880036,-0.56906,0.2,0,-1.38004,-0.56906,0.3,0
5.475,0.117136,-0.562178,0,0,-0.382864,-0.562178,0.1,0,-0.882864,-0.562178,0.2,0,-1.38286,-0.562178,0.3,0
5.48,0.114342,-0.555266,0,0,-0.385658,-0.555266,0.1,0,-0.885658,-0.555266,0.2,0,-1.38566,-0.555266,0.3,0
5.485,0.111583,-0.548326,0,0,-0.388417,-0.548326,0.1,0,-0.888417,-0.548326,0.2,0,-1.38842,-0.548326,0.3,0
5.49,0.108859,-0.541358,0,0,-0.391141,-0.541358,0.1,0,-0.891141,-0.541358,0.2,0,-1.39114,-0.541358,0.3,0
5.495,0.10617,-0.534363,0,0,-0.39383,-0.534363,0.1,0,-0.89383,-0.534363,0.2,0,-1.39383,-0.534363,0.3,0
5.5,0.103516,-0.527344,0,0,-0.396484,-0.527344,0.1,0,-0.896484,-0.527344,0.2,0,-1.39648,-0.527344,0.3,0
5.505,0.100897,-0.520301,0,0,-0.399103,-0.520301,0.1,0,-0.899103,-0.520301,0.2,0,-1.3991,-0.520301,0.3,0
5.51,0.0983127,-0.513236,0,0,-0.401687,-0.513236,0.1,0,-0.901687,-0.513236,0.2,0,-1.40169,-0.513236,0.3,0
5.515,0.0957642,-0.506151,0,0,-0.404236,-0.506151,0.1,0,-0.904236,-0.506151,0.2,0,-1.40424,-0.506151,0.3,0
5.52,0.0932512,-0.499046,0,0,-0.406749,-0.499046,0.1,0,-0.906749,-0.499046,0.2,0,-1.40675,-0.499046,0.3,0
