time,expected_pos,expected_vel,actual_pos,actual_vel,error_pos,error_vel
0,0,0,0,0,0,0
0.005,-4.88787e-07,-0.000292905,0.0162125,-0.00559236,-0.016213,0.00529946
0.01,-3.89562e-06,-0.00116575,0.0162125,-0.00723096,-0.0162164,0.00606521
0.015,-1.30983e-05,-0.00260978,0.0162125,-0.00577506,-0.0162256,0.00316528
0.02,-3.09309e-05,-0.00461627,0.0162125,-0.00753499,-0.0162434,0.00291872
0.025,-6.0184e-05,-0.00717654,0.015831,-0.00897933,-0.0158912,0.00180279
0.03,-0.000103605,-0.010282,0.0162125,-0.00881401,-0.0163161,-0.00146795
0.035,-0.000163898,-0.0139239,0.0162125,-0.00866522,-0.0163764,-0.00525872
0.04,-0.000243724,-0.0180939,0.015831,-0.0070659,-0.0160747,-0.011028
0.045,-0.000345703,-0.0227834,0.015831,-0.00855714,-0.0161767,-0.0142263
0.05,-0.000472411,-0.027984,0.015831,-0.00989927,-0.0163034,-0.0180848
0.055,-0.000626381,-0.0336872,0.015831,-0.0108756,-0.0164574,-0.0228117
0.06,-0.000810107,-0.0398848,0.015831,-0.0108756,-0.0166411,-0.0290092
0.065,-0.00102604,-0.0465682,0.015831,-0.0102012,-0.016857,-0.036367
0.07,-0.00127659,-0.0537294,0.015831,-0.00991369,-0.0171076,-0.0438157
0.075,-0.00156411,-0.0613599,0.015831,-0.00965493,-0.0173951,-0.051705
0.08,-0.00189095,-0.0694518,0.0154495,-0.0108873,-0.0173405,-0.0585645
0.085,-0.00225939,-0.0779967,0.015831,-0.0119964,-0.0180904,-0.0660003
0.09,-0.00267166,-0.0869867,0.0154495,-0.0129946,-0.0181212,-0.0739921
0.095,-0.00312998,-0.0964136,0.0154495,-0.013893,-0.0185795,-0.0825206
0.1,-0.00363651,-0.106269,0.0154495,-0.0132363,-0.019086,-0.0930331
0.105,-0.00419338,-0.116546,0.0154495,-0.0141105,-0.0196429,-0.102436
0.11,-0.00480266,-0.127236,0.0150681,-0.0142867,-0.0198707,-0.112949
0.115,-0.00546641,-0.138331,0.0150681,-0.0135906,-0.0205345,-0.12474
0.12,-0.00618663,-0.149823,0.0150681,-0.0158946,-0.0212547,-0.133929
0.125,-0.00696529,-0.161705,0.0150681,-0.016503,-0.0220333,-0.145202
0.13,-0.00780432,-0.173969,0.0146866,-0.0185158,-0.0224909,-0.155453
0.135,-0.0087056,-0.186606,0.0146866,-0.0217925,-0.0233922,-0.164814
0.14,-0.00967099,-0.19961,0.0146866,-0.0218111,-0.0243576,-0.177799
0.145,-0.0107023,-0.212973,0.0143051,-0.0247583,-0.0250074,-0.188215
0.15,-0.0118013,-0.226687,0.0139236,-0.0274107,-0.025725,-0.199276
0.155,-0.0129697,-0.240745,0.0135422,-0.03473,-0.0265119,-0.206015
0.16,-0.0142093,-0.255139,0.0127792,-0.0437112,-0.0269886,-0.211428
0.165,-0.0155217,-0.269862,0.0120163,-0.057655,-0.027538,-0.212206
0.17,-0.0169085,-0.284906,0.0108719,-0.0687394,-0.0277804,-0.216166
0.175,-0.0183713,-0.300264,0.00972748,-0.0831109,-0.0280987,-0.217153
0.18,-0.0199116,-0.315928,0.0082016,-0.100441,-0.0281132,-0.215488
0.185,-0.021531,-0.331893,0.00743866,-0.111642,-0.0289697,-0.220251
0.19,-0.023231,-0.348149,0.00667572,-0.117328,-0.0299068,-0.230821
0.195,-0.025013,-0.364691,0.00553131,-0.125585,-0.0305443,-0.239105
0.2,-0.0268784,-0.38151,0.00476837,-0.126946,-0.0316468,-0.254564
0.205,-0.0288286,-0.3986,0.00362396,-0.132566,-0.0324525,-0.266034
0.21,-0.0308648,-0.415954,0.00247955,-0.144951,-0.0333444,-0.271003
0.215,-0.0329885,-0.433565,0.000572205,-0.163423,-0.0335607,-0.270142
0.22,-0.0352009,-0.451426,-0.00133514,-0.178582,-0.0338658,-0.272843
0.225,-0.0375032,-0.469529,-0.00247955,-0.18783,-0.0350236,-0.281699
0.23,-0.0398966,-0.487869,-0.00400543,-0.203479,-0.0358912,-0.284389
0.235,-0.0423823,-0.506438,-0.00553131,-0.217564,-0.036851,-0.288874
0.24,-0.0449613,-0.525229,-0.00782013,-0.23024,-0.0371412,-0.294989
0.245,-0.0476349,-0.544236,-0.00934601,-0.244578,-0.0382889,-0.299658
0.25,-0.0504041,-0.563452,-0.0127792,-0.267925,-0.0376248,-0.295527
0.255,-0.0532698,-0.582871,-0.0154495,-0.285821,-0.0378203,-0.297049
0.26,-0.0562331,-0.602485,-0.0177383,-0.301928,-0.0384947,-0.300557
0.265,-0.0592949,-0.622288,-0.0192642,-0.309098,-0.0400307,-0.313191
0.27,-0.0624563,-0.642274,-0.021553,-0.319946,-0.0409032,-0.322328
0.275,-0.065718,-0.662437,-0.0246058,-0.339966,-0.0411122,-0.322471
0.28,-0.0690809,-0.682769,-0.027276,-0.355054,-0.0418049,-0.327715
0.285,-0.0725459,-0.703265,-0.0288019,-0.361307,-0.043744,-0.341958
0.29,-0.0761138,-0.723918,-0.0349054,-0.399105,-0.0412084,-0.324812
0.295,-0.0797854,-0.744721,-0.0371943,-0.409744,-0.0425911,-0.334977
0.3,-0.0835613,-0.765669,-0.0391016,-0.410528,-0.0444597,-0.355141
0.305,-0.0874423,-0.786756,-0.0429163,-0.436142,-0.044526,-0.350614
0.31,-0.0914291,-0.807975,-0.0459681,-0.462125,-0.045461,-0.34585
0.315,-0.0955223,-0.829319,-0.0474939,-0.459136,-0.0480283,-0.370184
0.32,-0.0997225,-0.850784,-0.0509272,-0.471098,-0.0487953,-0.379687
0.325,-0.10403,-0.872363,-0.0577936,-0.506937,-0.0462367,-0.365426
0.33,-0.108446,-0.89405,-0.0612268,-0.52584,-0.0472194,-0.36821
0.335,-0.112971,-0.915839,-0.065423,-0.55311,-0.0475479,-0.362729
0.34,-0.117605,-0.937724,-0.0684748,-0.567396,-0.04913,-0.370328
0.345,-0.122348,-0.959699,-0.0722895,-0.581718,-0.0500589,-0.377981
0.35,-0.127202,-0.981759,-0.0761051,-0.60047,-0.0510968,-0.381289
0.355,-0.132166,-1.0039,-0.0803013,-0.623207,-0.0518648,-0.380691
0.36,-0.137241,-1.02611,-0.084116,-0.631948,-0.0531251,-0.394161
0.365,-0.142427,-1.04839,-0.0879307,-0.650072,-0.0544966,-0.398316
0.37,-0.147725,-1.07073,-0.0921268,-0.672244,-0.0555982,-0.398485
0.375,-0.153135,-1.09313,-0.096323,-0.687804,-0.0568116,-0.405322
0.38,-0.158656,-1.11557,-0.100519,-0.704738,-0.0581372,-0.410836
0.385,-0.16429,-1.13807,-0.110819,-0.747761,-0.0534716,-0.390305
0.39,-0.170037,-1.1606,-0.115396,-0.76749,-0.0546406,-0.393108
0.395,-0.175896,-1.18316,-0.119593,-0.791107,-0.0563038,-0.392057
0.4,-0.181869,-1.20576,-0.124933,-0.816758,-0.0569356,-0.389002
0.405,-0.187954,-1.22838,-0.129892,-0.836914,-0.0580618,-0.391465
0.41,-0.194153,-1.25102,-0.134851,-0.856519,-0.0593012,-0.394497
0.415,-0.200464,-1.27367,-0.139811,-0.875629,-0.0606538,-0.398037
0.42,-0.206889,-1.29632,-0.145533,-0.894293,-0.0613567,-0.402031
0.425,-0.213428,-1.31899,-0.151255,-0.908161,-0.0621729,-0.410824
0.43,-0.220079,-1.34164,-0.162317,-0.947405,-0.0577619,-0.394238
0.435,-0.226844,-1.36429,-0.168039,-0.970613,-0.0588047,-0.393681
0.44,-0.233722,-1.38693,-0.173762,-0.990035,-0.0599597,-0.396898
0.445,-0.240713,-1.40955,-0.179866,-1.01045,-0.0608475,-0.399108
0.45,-0.247818,-1.43215,-0.185969,-1.03468,-0.0618482,-0.397477
0.455,-0.255035,-1.45472,-0.192454,-1.05355,-0.0625804,-0.401172
0.46,-0.262365,-1.47726,-0.198558,-1.07054,-0.0638069,-0.406722
0.465,-0.269807,-1.49977,-0.205043,-1.08583,-0.0647645,-0.413934
0.47,-0.277362,-1.52223,-0.210765,-1.10545,-0.0665975,-0.416773
0.475,-0.28503,-1.54464,-0.216868,-1.12311,-0.0681611,-0.421528
0.48,-0.292809,-1.56701,-0.223736,-1.13901,-0.0690729,-0.427998
0.485,-0.3007,-1.58931,-0.230984,-1.16503,-0.0697158,-0.42428
0.49,-0.308702,-1.61156,-0.23785,-1.18992,-0.0708515,-0.42164
0.495,-0.316815,-1.63375,-0.251965,-1.2297,-0.0648505,-0.404048
0.5,-0.325039,-1.65586,-0.258831,-1.25252,-0.066208,-0.403344
0.505,-0.333373,-1.6779,-0.26646,-1.27598,-0.0669131,-0.401918
0.51,-0.341818,-1.69986,-0.274091,-1.29417,-0.0677272,-0.405691
0.515,-0.350372,-1.72174,-0.280576,-1.31201,-0.0697962,-0.409736
0.52,-0.359035,-1.74354,-0.288968,-1.33392,-0.0700671,-0.409617
0.525,-0.367807,-1.76524,-0.296979,-1.35511,-0.0708282,-0.410133
0.53,-0.376687,-1.78685,-0.304227,-1.36978,-0.0724606,-0.417068
0.535,-0.385675,-1.80836,-0.311856,-1.39031,-0.0738192,-0.418045
0.54,-0.394771,-1.82976,-0.321012,-1.40879,-0.0737593,-0.420972
0.545,-0.403973,-1.85106,-0.33627,-1.44478,-0.0677026,-0.406276
0.55,-0.413281,-1.87224,-0.344281,-1.46953,-0.069,-0.402709
0.555,-0.422695,-1.89331,-0.353436,-1.49328,-0.0692587,-0.400037
0.56,-0.432214,-1.91426,-0.361447,-1.51464,-0.0707668,-0.39962
0.565,-0.441838,-1.93509,-0.369841,-1.53974,-0.071997,-0.395355
0.57,-0.451565,-1.95579,-0.379759,-1.56379,-0.071806,-0.392007
0.575,-0.461395,-1.97636,-0.387388,-1.5781,-0.0740071,-0.398258
0.58,-0.471328,-1.9968,-0.396162,-1.59099,-0.0751662,-0.405807
0.585,-0.481363,-2.01709,-0.40608,-1.61431,-0.0752828,-0.402784
0.59,-0.491499,-2.03724,-0.41371,-1.63383,-0.0777893,-0.403416
0.595,-0.501735,-2.05725,-0.423247,-1.6514,-0.0784879,-0.405854
0.6,-0.512071,-2.07711,-0.432021,-1.67307,-0.0800501,-0.404038
0.605,-0.522506,-2.09681,-0.451095,-1.70603,-0.0714114,-0.390784
0.61,-0.533039,-2.11636,-0.481232,-1.76666,-0.0518074,-0.3497
0.615,-0.543669,-2.13575,-0.489624,-1.78707,-0.0540454,-0.348685
0.62,-0.554396,-2.15498,-0.499542,-1.80396,-0.0548541,-0.351012
0.625,-0.565219,-2.17403,-0.50946,-1.81917,-0.0557585,-0.354862
0.63,-0.576136,-2.19292,-0.51938,-1.83139,-0.0567568,-0.361528
0.635,-0.587148,-2.21164,-0.528535,-1.84386,-0.058613,-0.367777
0.64,-0.598252,-2.23017,-0.538453,-1.85801,-0.0597994,-0.372166
0.645,-0.609449,-2.24853,-0.548753,-1.86781,-0.0606965,-0.38072
0.65,-0.620737,-2.26671,-0.559052,-1.87517,-0.061685,-0.391537
0.655,-0.632116,-2.28469,-0.567826,-1.88472,-0.0642898,-0.399972
0.66,-0.643584,-2.30249,-0.588044,-1.90545,-0.0555399,-0.397041
0.665,-0.655141,-2.3201,-0.597581,-1.92077,-0.0575597,-0.399332
0.67,-0.666785,-2.33751,-0.609788,-1.93895,-0.0569968,-0.398564
0.675,-0.678515,-2.35473,-0.620089,-1.95091,-0.0584269,-0.403812
0.68,-0.690332,-2.37174,-0.630007,-1.96168,-0.0603249,-0.410055
0.685,-0.702232,-2.38855,-0.639925,-1.97724,-0.0623075,-0.41131
0.69,-0.714217,-2.40515,-0.651751,-1.99416,-0.0624662,-0.410983
0.695,-0.726284,-2.42154,-0.662051,-2.00647,-0.0642324,-0.41507
0.7,-0.738432,-2.43772,-0.683032,-2.02473,-0.0553998,-0.412992
0.705,-0.75066,-2.45368,-0.69295,-2.03544,-0.0577102,-0.418243
0.71,-0.762968,-2.46943,-0.705157,-2.05095,-0.057811,-0.418487
0.715,-0.775354,-2.48496,-0.715458,-2.06929,-0.0598965,-0.415665
0.72,-0.787818,-2.50026,-0.726521,-2.08434,-0.061297,-0.415922
0.725,-0.800357,-2.51534,-0.737583,-2.09642,-0.0627735,-0.418923
0.73,-0.812971,-2.5302,-0.748264,-2.10876,-0.0647063,-0.421439
0.735,-0.825658,-2.54482,-0.761234,-2.12425,-0.0644239,-0.420563
0.74,-0.838418,-2.55921,-0.77039,-2.13967,-0.0680288,-0.419539
0.745,-0.85125,-2.57336,-0.782978,-2.15354,-0.0682718,-0.419822
0.75,-0.864152,-2.58728,-0.793659,-2.16456,-0.0704924,-0.42272
0.755,-0.877122,-2.60096,-0.803959,-2.17741,-0.0731634,-0.423551
0.76,-0.890161,-2.6144,-0.827992,-2.20788,-0.0621684,-0.40652
0.765,-0.903266,-2.62759,-0.842488,-2.22811,-0.0607776,-0.399477
0.77,-0.916436,-2.64054,-0.852025,-2.2434,-0.0644113,-0.397141
0.775,-0.929671,-2.65324,-0.864614,-2.25422,-0.0650564,-0.399017
0.78,-0.942968,-2.66569,-0.875677,-2.26983,-0.0672912,-0.395865
0.785,-0.956327,-2.67789,-0.888266,-2.2868,-0.0680617,-0.391091
0.79,-0.969747,-2.68984,-0.899328,-2.29621,-0.0704185,-0.393621
0.795,-0.983225,-2.70153,-0.911918,-2.30615,-0.0713076,-0.395373
0.8,-0.996762,-2.71296,-0.935569,-2.32315,-0.0611928,-0.38981
0.805,-1.01035,-2.72413,-0.948539,-2.33479,-0.0618157,-0.389343
0.81,-1.024,-2.73505,-0.961128,-2.35259,-0.0628743,-0.382454
0.815,-1.0377,-2.7457,-0.972572,-2.36276,-0.0651322,-0.382943
0.82,-1.05146,-2.75609,-0.984779,-2.3719,-0.0666797,-0.384184
0.825,-1.06526,-2.76621,-0.997749,-2.38892,-0.0675156,-0.377283
0.83,-1.07912,-2.77606,-1.01072,-2.39985,-0.0684014,-0.376212
0.835,-1.09303,-2.78564,-1.02216,-2.40675,-0.0708617,-0.378895
0.84,-1.10698,-2.79496,-1.03513,-2.41443,-0.0718433,-0.380533
0.845,-1.12097,-2.804,-1.04963,-2.42134,-0.071345,-0.382667
0.85,-1.13502,-2.81277,-1.06031,-2.43341,-0.0747049,-0.379357
0.855,-1.1491,-2.82127,-1.08473,-2.4526,-0.0643761,-0.368663
0.86,-1.16323,-2.82949,-1.08473,-2.4526,-0.0785031,-0.376882
0.865,-1.1774,-2.83743,-1.11143,-2.47415,-0.0659666,-0.363273
0.87,-1.1916,-2.84509,-1.12516,-2.48828,-0.0664401,-0.356814
0.875,-1.20585,-2.85248,-1.13699,-2.49659,-0.0688586,-0.355884
0.88,-1.22013,-2.85958,-1.17552,-2.51917,-0.0446095,-0.340407
0.885,-1.23444,-2.8664,-1.19001,-2.5244,-0.0444287,-0.342004
0.89,-1.24879,-2.87294,-1.20108,-2.52764,-0.0477136,-0.345305
0.895,-1.26317,-2.8792,-1.21367,-2.53348,-0.0495056,-0.345717
0.9,-1.27758,-2.88517,-1.24075,-2.55036,-0.0368323,-0.334808
0.905,-1.29202,-2.89086,-1.25334,-2.55247,-0.0386839,-0.338387
0.91,-1.30649,-2.89625,-1.26516,-2.55143,-0.0413263,-0.344821
0.915,-1.32098,-2.90137,-1.2789,-2.55783,-0.0420875,-0.343537
0.92,-1.3355,-2.90619,-1.2911,-2.56358,-0.0443995,-0.342606
0.925,-1.35005,-2.91073,-1.30407,-2.5629,-0.045971,-0.347822
0.93,-1.36461,-2.91497,-1.31743,-2.55936,-0.0471839,-0.355611
0.935,-1.37919,-2.91893,-1.32963,-2.55764,-0.0495618,-0.361291
0.94,-1.3938,-2.92259,-1.3426,-2.56048,-0.0511957,-0.362112
0.945,-1.40842,-2.92597,-1.3674,-2.55963,-0.0410207,-0.366337
0.95,-1.42306,-2.92905,-1.38113,-2.56228,-0.0419255,-0.366774
0.955,-1.43771,-2.93184,-1.39525,-2.56612,-0.0424625,-0.365718
0.96,-1.45238,-2.93434,-1.40745,-2.57251,-0.044921,-0.361825
0.965,-1.46705,-2.93654,-1.42119,-2.57827,-0.0458655,-0.358277
0.97,-1.48174,-2.93845,-1.43339,-2.58198,-0.048346,-0.356476
0.975,-1.49644,-2.94007,-1.44865,-2.58385,-0.0477837,-0.356219
0.98,-1.51114,-2.9414,-1.47345,-2.60391,-0.0376919,-0.337486
0.985,-1.52585,-2.94243,-1.48642,-2.60506,-0.0394316,-0.337368
0.99,-1.54056,-2.94316,-1.50015,-2.60902,-0.0404119,-0.334141
0.995,-1.55528,-2.9436,-1.5135,-2.61845,-0.0417775,-0.325155
1,-1.57,-2.94375,-1.52571,-2.62547,-0.0442889,-0.318282
1.005,-1.58472,-2.9436,-1.54021,-2.62739,-0.0445106,-0.316213
1.01,-1.59944,-2.94316,-1.5528,-2.62765,-0.0466392,-0.315507
1.015,-1.61415,-2.94243,-1.565,-2.62789,-0.0491462,-0.314533
1.02,-1.62886,-2.9414,-1.59247,-2.63108,-0.0363891,-0.310312
1.025,-1.64356,-2.94007,-1.60468,-2.63244,-0.0388859,-0.307627
1.03,-1.65826,-2.93845,-1.61841,-2.6322,-0.0398494,-0.30625
1.035,-1.67295,-2.93654,-1.63291,-2.63931,-0.0400412,-0.297229
1.04,-1.68762,-2.93434,-1.64511,-2.64571,-0.0425105,-0.288626
1.045,-1.70229,-2.93184,-1.65885,-2.65,-0.0434432,-0.281835
1.05,-1.71694,-2.92905,-1.67105,-2.64801,-0.0458885,-0.281042
1.055,-1.73158,-2.92597,-1.68479,-2.64475,-0.0467932,-0.281222
1.06,-1.7462,-2.92259,-1.71111,-2.64605,-0.0350934,-0.27654
1.065,-1.76081,-2.91893,-1.72293,-2.64006,-0.0378717,-0.278872
1.07,-1.77539,-2.91497,-1.73705,-2.64052,-0.0383412,-0.274453
1.075,-1.78995,-2.91073,-1.75116,-2.64387,-0.0387912,-0.26686
1.08,-1.8045,-2.90619,-1.76451,-2.64541,-0.0399822,-0.260777
1.085,-1.81902,-2.90137,-1.77634,-2.64388,-0.0426757,-0.25749
1.09,-1.83351,-2.89625,-1.78969,-2.63956,-0.0438174,-0.256693
1.095,-1.84798,-2.89086,-1.80457,-2.64007,-0.043408,-0.250781
1.1,-1.86242,-2.88517,-1.81563,-2.63907,-0.0467856,-0.246099
1.105,-1.87683,-2.8792,-1.82937,-2.6367,-0.0474637,-0.242496
1.11,-1.89121,-2.87294,-1.84157,-2.63311,-0.0496362,-0.239837
1.115,-1.90556,-2.8664,-1.86828,-2.63252,-0.0372818,-0.23388
1.12,-1.91987,-2.85958,-1.88163,-2.63081,-0.0382454,-0.228772
1.125,-1.93415,-2.85248,-1.89574,-2.63073,-0.0384113,-0.221745
1.13,-1.9484,-2.84509,-1.90909,-2.62627,-0.0393039,-0.218826
1.135,-1.9626,-2.83743,-1.9213,-2.62078,-0.0413033,-0.216646
1.14,-1.97677,-2.82949,-1.93542,-2.61731,-0.0413553,-0.212174
1.145,-1.9909,-2.82127,-1.94572,-2.61419,-0.0451827,-0.207077
1.15,-2.00498,-2.81277,-1.95869,-2.60552,-0.0462979,-0.207254
1.155,-2.01903,-2.804,-1.97051,-2.59771,-0.0485144,-0.206289
1.16,-2.03302,-2.79496,-1.98425,-2.59655,-0.048778,-0.19841
1.165,-2.04697,-2.78564,-1.99798,-2.59257,-0.0489967,-0.193072
1.17,-2.06088,-2.77606,-2.0098,-2.58899,-0.0510756,-0.187067
1.175,-2.07474,-2.76621,-2.02201,-2.58577,-0.0527243,-0.180435
1.18,-2.08854,-2.75609,-2.04871,-2.58305,-0.0398263,-0.173039
1.185,-2.1023,-2.7457,-2.06054,-2.58042,-0.0417553,-0.16528
1.19,-2.116,-2.73505,-2.07389,-2.57805,-0.0421059,-0.156993
1.195,-2.12965,-2.72413,-2.08686,-2.57153,-0.042783,-0.152603
1.2,-2.14324,-2.71296,-2.09945,-2.56566,-0.0437873,-0.1473
1.205,-2.15677,-2.70153,-2.11128,-2.56331,-0.0454981,-0.13822
1.21,-2.17025,-2.68984,-2.12348,-2.55826,-0.0467696,-0.131578
1.215,-2.18367,-2.67789,-2.13684,-2.55078,-0.0468376,-0.127106
1.22,-2.19703,-2.66569,-2.16163,-2.54635,-0.0354011,-0.119336
1.225,-2.21033,-2.65324,-2.16163,-2.54635,-0.0486985,-0.106885
1.23,-2.22356,-2.64054,-2.18643,-2.53295,-0.0371366,-0.107589
1.235,-2.23673,-2.62759,-2.19825,-2.52947,-0.0384815,-0.0981186
1.24,-2.24984,-2.6144,-2.21008,-2.52634,-0.039761,-0.0880549
1.245,-2.26288,-2.60096,-2.22458,-2.52352,-0.0383026,-0.0774347
1.25,-2.27585,-2.58728,-2.23449,-2.51513,-0.0413551,-0.0721523
1.255,-2.28875,-2.57336,-2.24708,-2.50757,-0.0416683,-0.065791
1.26,-2.30158,-2.55921,-2.25967,-2.4993,-0.0419114,-0.0599024
1.265,-2.31434,-2.54482,-2.28294,-2.48107,-0.0314009,-0.0637506
1.27,-2.32703,-2.5302,-2.29553,-2.47106,-0.0315,-0.05914
1.275,-2.33964,-2.51534,-2.30621,-2.46058,-0.0334328,-0.0547635
1.28,-2.35218,-2.50026,-2.31804,-2.44969,-0.0341464,-0.0505771
1.285,-2.36465,-2.48496,-2.32948,-2.44281,-0.0351645,-0.0421458
1.29,-2.37703,-2.46943,-2.34245,-2.43663,-0.0345806,-0.0328044
1.295,-2.38934,-2.45368,-2.35313,-2.42373,-0.0362073,-0.0299506
1.3,-2.40157,-2.43772,-2.36458,-2.41066,-0.0369918,-0.027055
1.305,-2.41372,-2.42154,-2.37755,-2.40183,-0.0361701,-0.0197072
1.31,-2.42578,-2.40515,-2.40005,-2.3797,-0.0257302,-0.0254508
1.315,-2.43777,-2.38855,-2.40997,-2.36664,-0.0277963,-0.0219104
1.32,-2.44967,-2.37174,-2.42142,-2.35488,-0.028252,-0.0168572
1.325,-2.46148,-2.35473,-2.43286,-2.34284,-0.0286242,-0.0118897
1.33,-2.47322,-2.33751,-2.44316,-2.33346,-0.0300552,-0.00405141
1.335,-2.48486,-2.3201,-2.45499,-2.32502,-0.0298737,0.00492257
1.34,-2.49642,-2.30249,-2.46719,-2.31303,-0.0292223,0.0105399
1.345,-2.50788,-2.28469,-2.47711,-2.29638,-0.0307721,0.0116877
1.35,-2.51926,-2.26671,-2.49886,-2.26937,-0.0204069,0.00266768
1.355,-2.53055,-2.24853,-2.50801,-2.25709,-0.0225398,0.00855695
1.36,-2.54175,-2.23017,-2.51907,-2.2431,-0.0226731,0.0129274
1.365,-2.55285,-2.21164,-2.52899,-2.22758,-0.0238595,0.015946
1.37,-2.56386,-2.19292,-2.53967,-2.21068,-0.0241898,0.0177628
1.375,-2.57478,-2.17403,-2.54997,-2.19548,-0.0248076,0.0214427
1.38,-2.5856,-2.15498,-2.55989,-2.18179,-0.025712,0.0268137
1.385,-2.59633,-2.13575,-2.57095,-2.16801,-0.0253762,0.0322552
1.39,-2.60696,-2.11636,-2.58011,-2.15414,-0.0268513,0.0377732
1.395,-2.61749,-2.09681,-2.59003,-2.13579,-0.0274661,0.0389774
1.4,-2.62793,-2.07711,-2.60986,-2.10296,-0.0180646,0.0258487
1.405,-2.63826,-2.05725,-2.6194,-2.0912,-0.0188628,0.0339455
1.41,-2.6485,-2.03724,-2.63008,-2.08061,-0.018418,0.043368
1.415,-2.65864,-2.01709,-2.64,-2.06523,-0.0186357,0.0481342
1.42,-2.66867,-1.9968,-2.64878,-2.04845,-0.0198966,0.0516509
1.425,-2.6786,-1.97636,-2.65755,-2.03188,-0.0210558,0.0555189
1.43,-2.68844,-1.95579,-2.66671,-2.01551,-0.02173,0.0597132
1.435,-2.69816,-1.93509,-2.67662,-1.9993,-0.0215391,0.0642107
1.44,-2.70779,-1.91426,-2.68692,-1.98619,-0.0208628,0.0719211
1.445,-2.7173,-1.89331,-2.69493,-1.97292,-0.0223709,0.0796013
1.45,-2.72672,-1.87224,-2.70371,-1.95511,-0.0230111,0.0828673
1.455,-2.73603,-1.85106,-2.72126,-1.91749,-0.0147708,0.0664283
1.46,-2.74523,-1.82976,-2.73003,-1.90376,-0.0151991,0.0739991
1.465,-2.75432,-1.80836,-2.73804,-1.88554,-0.0162836,0.0771892
1.47,-2.76331,-1.78685,-2.74834,-1.86915,-0.0149719,0.0823042
1.475,-2.77219,-1.76524,-2.75597,-1.85293,-0.0162228,0.0876926
1.48,-2.78096,-1.74354,-2.76398,-1.83833,-0.016983,0.0947981
1.485,-2.78963,-1.72174,-2.77199,-1.8208,-0.0176353,0.0990586
1.49,-2.79818,-1.69986,-2.78039,-1.80356,-0.0177971,0.103694
1.495,-2.80663,-1.6779,-2.79641,-1.77407,-0.0102198,0.0961676
1.5,-2.81496,-1.65586,-2.8048,-1.7571,-0.0101619,0.101241
1.505,-2.82318,-1.63375,-2.81434,-1.74476,-0.00884916,0.111015
1.51,-2.8313,-1.61156,-2.82082,-1.72633,-0.0104775,0.114766
1.515,-2.8393,-1.58931,-2.82769,-1.70681,-0.0116132,0.117495
1.52,-2.84719,-1.56701,-2.8357,-1.68924,-0.0114932,0.122236
1.525,-2.85497,-1.54464,-2.84295,-1.6705,-0.0120244,0.125859
1.53,-2.86264,-1.52223,-2.85058,-1.65217,-0.0120622,0.129941
1.535,-2.87019,-1.49977,-2.85859,-1.63713,-0.0116054,0.137368
1.54,-2.87764,-1.47726,-2.87232,-1.6041,-0.00531507,0.126837
1.545,-2.88497,-1.45472,-2.87919,-1.58362,-0.00577859,0.128893
1.55,-2.89218,-1.43215,-2.88643,-1.56518,-0.00574788,0.13303
1.555,-2.89929,-1.40955,-2.89368,-1.54566,-0.00560423,0.136107
1.56,-2.90628,-1.38693,-2.8994,-1.5237,-0.00687341,0.136762
1.565,-2.91316,-1.36429,-2.90627,-1.50393,-0.00688407,0.139632
1.57,-2.91992,-1.34164,-2.91314,-1.48613,-0.00678247,0.144491
1.575,-2.92657,-1.31899,-2.91924,-1.46719,-0.00733053,0.148206
1.58,-2.93311,-1.29632,-2.92535,-1.44428,-0.00776528,0.147957
1.585,-2.93954,-1.27367,-2.93832,-1.41346,-0.00122029,0.139792
1.59,-2.94585,-1.25102,-2.94366,-1.39299,-0.00219141,0.141975
1.595,-2.95205,-1.22838,-2.94938,-1.36725,-0.00266785,0.138866
1.6,-2.95813,-1.20576,-2.95625,-1.35287,-0.00188578,0.147105
1.605,-2.9641,-1.18316,-2.96235,-1.33992,-0.00175456,0.156758
1.61,-2.96996,-1.1606,-2.96769,-1.31948,-0.00227338,0.158886
1.615,-2.97571,-1.13807,-2.97227,-1.29816,-0.00344239,0.160092
1.62,-2.98134,-1.11557,-2.97837,-1.28043,-0.00297295,0.164857
1.625,-2.98687,-1.09313,-2.98333,-1.26154,-0.00353558,0.168419
1.63,-2.99227,-1.07073,-2.98943,-1.24455,-0.00284168,0.173819
1.635,-2.99757,-1.04839,-2.99439,-1.22632,-0.00318034,0.177932
1.64,-3.00276,-1.02611,-2.99935,-1.20552,-0.00340745,0.17941
1.645,-3.00783,-1.0039,-3.00889,-1.16834,0.00105431,0.164441
1.65,-3.0128,-0.981759,-3.01423,-1.15334,0.00143077,0.171578
1.655,-3.01765,-0.959699,-3.01881,-1.13251,0.0011548,0.172809
1.66,-3.0224,-0.937724,-3.023,-1.11523,0.000607444,0.177505
1.665,-3.02703,-0.915839,-3.02682,-1.08942,-0.000211726,0.173581
1.67,-3.03155,-0.89405,-3.03254,-1.07352,0.00098564,0.179468
1.675,-3.03597,-0.872363,-3.03635,-1.05335,0.000384348,0.180983
1.68,-3.04028,-0.850784,-3.04131,-1.04252,0.00103563,0.191733
1.685,-3.04448,-0.829319,-3.04932,-1.00861,0.00484629,0.179295
1.69,-3.04857,-0.807975,-3.05238,-0.978815,0.00380581,0.170841
